c_gender,c_age,k_disease,c_socioeconomic,c_education,v_obs,v_weights,k_allocator,v_characteristica
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Alder,72.066666
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Faglært,0
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Inaktiv,0
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Kvinde,1
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Udenfor,1
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Ufaglært,0
Kvinde,>65 år,adhd,Udenfor,Videregående uddannelse,165,.0035547321,Videregående uddannelse,1
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Aktiv,1
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Alder,65
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Faglært,0
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Inaktiv,0
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Kvinde,1
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Udenfor,0
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Ufaglært,0
Kvinde,>65 år,adhd,Aktiv,Videregående uddannelse,5,.00010771916,Videregående uddannelse,1
