c_gender,c_age,k_disease,c_socioeconomic,c_education,v_obs,v_weights,k_allocator,v_characteristica
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Aktiv,1
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Alder,54.21875
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Faglært,0
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Inaktiv,0
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Kvinde,1
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Udenfor,0
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Ufaglært,0
Kvinde,50-65 år,skizofreni,Aktiv,Videregående uddannelse,32,.0010755941,Videregående uddannelse,1
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Aktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Alder,73.207695
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Faglært,0
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Inaktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Kvinde,1
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Udenfor,1
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Ufaglært,1
Kvinde,>65 år,skizofreni,Udenfor,Ufaglært,1040,.034956809,Videregående uddannelse,0
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Aktiv,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Alder,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Faglært,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Inaktiv,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Kvinde,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Udenfor,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Ufaglært,
Kvinde,>65 år,skizofreni,Aktiv,Ufaglært,,.000033612316,Videregående uddannelse,
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Aktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Alder,71.464104
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Faglært,1
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Inaktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Kvinde,1
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Udenfor,1
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Ufaglært,0
Kvinde,>65 år,skizofreni,Udenfor,Faglært,390,.013108803,Videregående uddannelse,0
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Aktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Alder,70.848686
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Faglært,0
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Inaktiv,0
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Kvinde,1
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Udenfor,1
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Ufaglært,0
Kvinde,>65 år,skizofreni,Udenfor,Videregående uddannelse,304,.010218143,Videregående uddannelse,1
